duration,protocol_type,service,flag,src_bytes,dst_bytes,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_category_encoded
534.0322639942169,2,6,10,9638,9178,0,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.824362993240356,2,6,10,2871,2511,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570.9341990947723,2,6,10,1160509,1086349,0,0,0,0,0,0,0,3708,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.878118991851807,2,6,10,2097,1857,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530.6513419151306,2,6,10,45803,43543,0,0,0,0,0,0,0,113,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.759898900985718,2,0,0,6308,5928,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.4754979610443,2,6,10,2590,2190,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06306600570678711,2,6,10,223,143,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531.3790321350098,2,6,10,372711,354611,0,0,0,0,0,0,0,905,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289.14523100852966,2,6,10,2879,2579,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552.0293691158295,2,0,0,40173,34793,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.73119306564331,2,6,10,481,321,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,6,10,111,71,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.52825713157654,2,6,10,1173,953,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501.6400728225708,2,0,0,55291,53351,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.079904079437256,2,6,10,60323,57903,0,0,0,0,0,0,0,121,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12173914909362793,2,0,0,7867,7587,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510.6768090724945,2,6,10,46439,43379,0,0,0,0,0,0,0,153,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517.4845180511475,2,6,10,102337,100317,0,0,0,0,0,0,0,101,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539.2222139835358,2,6,10,666042,654902,0,0,0,0,0,0,0,557,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.909640073776245,2,0,0,670387,659647,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495.06585693359375,2,6,10,4694,4254,0,0,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.84423804283142,2,6,10,202,122,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5268759727478027,2,6,10,11655,11135,0,0,0,0,0,0,0,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516.9730410575867,2,6,10,26665,25645,0,0,0,0,0,0,0,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.04110193252563,2,6,10,6007,5647,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.9165940284729,2,6,10,6667,6247,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22815394401550293,2,0,0,15575,14975,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2194058895111084,2,0,0,10674,10274,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.93490695953369,2,6,10,5597,5237,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.61849403381348,2,6,10,6179,5699,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.025887966156,2,6,10,15829,15169,0,0,0,0,0,0,0,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454.36287689208984,2,0,0,10586,10106,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301.3701238632202,2,6,10,16340,15580,0,0,0,0,0,0,0,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503.95188999176025,2,6,10,12122,11342,0,0,0,0,0,0,0,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270.3482258319855,2,0,0,28510,27630,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.78273892402649,2,6,10,55280,54180,0,0,0,0,0,0,0,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23033595085144043,2,0,0,4372,4132,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406.62419295310974,2,0,0,1619,1399,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390.004625082016,2,0,0,3740,3520,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.9815640449524,2,0,0,4970,4690,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.9815640449524,2,0,0,4970,4690,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.81331014633179,2,6,10,816,616,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413.8729751110077,2,0,0,27837,27077,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371.35806107521057,2,6,10,1249,929,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358.19015192985535,2,6,10,16133,15353,0,0,0,0,0,0,0,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357.7716829776764,2,6,10,13486,12806,0,0,0,0,0,0,0,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396.34569215774536,2,6,10,69442,65742,0,0,0,0,0,0,0,185,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120.56688094139099,2,6,10,5866,5386,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.84815812110901,2,6,10,10900,10240,0,0,0,0,0,0,0,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0149219036102295,2,0,0,364,324,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07457113265991211,2,6,10,1536,1356,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.984701871871948,2,6,10,2789,2589,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15093207359313965,2,0,0,12713,12293,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.242387056350708,2,0,0,97737,96037,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.62584590911865,2,6,10,1590,1290,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.9670639038086,2,6,10,6395,5895,0,0,0,0,0,0,0,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124.77604913711548,2,6,10,8138,7698,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.27268886566162,2,6,10,7074,6814,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.31613993644714,2,6,10,1675,1495,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.76449608802795,2,6,10,33873,32053,0,0,0,0,0,0,0,91,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.9822449684143,2,6,10,6603,6263,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.19976115226746,2,6,10,11423,10683,0,0,0,0,0,0,0,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.63975787162781,2,6,10,926,686,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270.1605079174042,2,6,10,62609,60089,0,0,0,0,0,0,0,126,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014214038848876953,2,0,0,1478,1418,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0574049949646,2,6,10,1638,1418,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.005768060684204,2,6,10,1746,1566,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.2384181022644,2,6,10,7486,7266,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.78569388389587,2,6,10,8086,7606,0,0,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.5593810081482,2,0,0,15335,14755,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.020665884017944,2,0,0,76188,73708,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185.54460287094116,2,6,10,223608,218588,0,0,0,0,0,0,0,251,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176.91322708129883,2,6,10,8060,7400,0,0,0,0,0,0,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.71642112731934,2,6,10,6539,5999,0,0,0,0,0,0,0,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6592490673065186,2,0,0,20653,20053,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.31232595443726,2,6,10,9406,8986,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.01686906814575,2,6,10,7526,7286,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.637644052505493,2,6,10,7764,7464,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.43890309333801,2,6,10,188729,183589,0,0,0,0,0,0,0,257,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.66244387626648,2,6,10,7769,7449,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49300098419189453,2,6,10,5458,5138,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039190053939819336,2,0,0,7852,7652,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04712986946105957,2,0,0,7596,7416,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6404550075531006,2,6,10,5166,4826,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9130830764770508,2,6,10,6016,5696,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0626828670501709,2,0,0,3444,3264,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.46373200416565,2,6,10,23401,22281,0,0,0,0,0,0,0,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5718090534210205,2,6,10,29519,28739,0,0,0,0,0,0,0,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.966024160385132,2,6,10,7602,7262,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8890430927276611,2,6,10,30267,29427,0,0,0,0,0,0,0,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22292399406433105,2,6,10,14349,13809,0,0,0,0,0,0,0,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.015216112136841,2,6,10,82153,80233,0,0,0,0,0,0,0,96,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09434700012207031,2,6,10,7394,7174,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10319995880126953,2,6,10,25585,24985,0,0,0,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03011608123779297,2,6,10,8449,8189,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9064230918884277,2,0,0,24438,23578,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01987004280090332,2,6,10,6397,6197,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.967108964920044,2,6,10,13015,12475,0,0,0,0,0,0,0,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9597389698028564,2,0,0,252840,248180,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09574007987976074,2,6,10,6857,6677,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6391668319702148,2,0,0,84648,82748,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28160905838012695,2,6,10,7311,7071,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3237628936767578,2,6,10,5854,5554,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3663461208343506,2,6,10,6476,6136,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40793800354003906,2,6,10,6746,6506,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1429331302642822,2,6,10,15646,14966,0,0,0,0,0,0,0,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
